timestamp,heart rate zone,total minutes
2025-07-01T08:20:00Z,fat burn,1
2025-07-01T08:21:00Z,fat burn,1
2025-07-01T08:27:00Z,fat burn,1
2025-07-01T08:28:00Z,fat burn,1
2025-07-01T08:29:00Z,fat burn,1
2025-07-01T08:30:00Z,fat burn,1
2025-07-01T08:34:00Z,fat burn,1
2025-07-01T08:36:00Z,fat burn,1
2025-07-01T08:38:00Z,fat burn,1
2025-07-01T08:39:00Z,fat burn,1
2025-07-01T08:40:00Z,fat burn,1
2025-07-01T08:41:00Z,fat burn,1
2025-07-01T08:42:00Z,fat burn,1
2025-07-01T08:43:00Z,fat burn,1
2025-07-01T08:45:00Z,fat burn,1
2025-07-01T08:46:00Z,fat burn,1
2025-07-01T08:48:00Z,fat burn,1
2025-07-01T08:49:00Z,fat burn,1
2025-07-01T08:51:00Z,fat burn,1
2025-07-01T08:52:00Z,fat burn,1
2025-07-01T08:56:00Z,fat burn,1
2025-07-01T08:57:00Z,fat burn,1
2025-07-01T08:59:00Z,fat burn,1
2025-07-01T09:00:00Z,fat burn,1
2025-07-01T09:03:00Z,fat burn,1
2025-07-01T09:04:00Z,fat burn,1
2025-07-01T09:07:00Z,fat burn,1
2025-07-01T09:08:00Z,fat burn,1
2025-07-01T09:11:00Z,fat burn,1
2025-07-01T09:12:00Z,fat burn,1
2025-07-01T09:14:00Z,fat burn,1
2025-07-01T09:15:00Z,fat burn,1
2025-07-01T09:16:00Z,fat burn,1
2025-07-02T08:20:00Z,fat burn,1
2025-07-02T08:21:00Z,fat burn,1
2025-07-02T08:22:00Z,fat burn,1
2025-07-02T08:23:00Z,cardio,2
2025-07-02T08:24:00Z,cardio,2
2025-07-02T08:25:00Z,fat burn,1
2025-07-02T08:26:00Z,fat burn,1
2025-07-02T08:29:00Z,fat burn,1
2025-07-02T08:31:00Z,fat burn,1
2025-07-02T08:32:00Z,fat burn,1
2025-07-02T08:33:00Z,fat burn,1
2025-07-02T08:35:00Z,fat burn,1
2025-07-02T08:36:00Z,fat burn,1
2025-07-02T08:37:00Z,fat burn,1
2025-07-02T08:38:00Z,cardio,2
2025-07-02T08:39:00Z,fat burn,1
2025-07-02T08:40:00Z,fat burn,1
2025-07-02T08:41:00Z,fat burn,1
2025-07-02T08:42:00Z,fat burn,1
2025-07-02T08:43:00Z,fat burn,1
2025-07-02T08:44:00Z,fat burn,1
2025-07-02T08:45:00Z,fat burn,1
2025-07-02T08:46:00Z,cardio,2
2025-07-02T08:47:00Z,fat burn,1
2025-07-02T08:48:00Z,fat burn,1
2025-07-02T08:49:00Z,fat burn,1
2025-07-02T08:50:00Z,cardio,2
2025-07-02T08:51:00Z,fat burn,1
2025-07-02T08:52:00Z,fat burn,1
2025-07-02T08:53:00Z,fat burn,1
2025-07-02T08:54:00Z,fat burn,1
2025-07-02T08:55:00Z,fat burn,1
2025-07-02T08:56:00Z,fat burn,1
2025-07-02T08:57:00Z,cardio,2
2025-07-02T08:58:00Z,fat burn,1
2025-07-02T08:59:00Z,fat burn,1
2025-07-02T09:00:00Z,fat burn,1
2025-07-02T09:01:00Z,fat burn,1
2025-07-02T09:02:00Z,fat burn,1
